Project ID,Id,Name - (Value),Type - (Value),Publishing Organisations - (Value),URL - (Value),Archive URL - (Value),Internal URL - (Value),Publication Date - (Value),Accessed Date - (Value),Notes
INDIGO-POJ-0260,source1,News update from website,Website,,https://co.chalkbeat.org/2022/9/27/23375898/a-colorado-experiment-aims-to-expand-the-teacher-pipeline-and-stem-turnover,,,Sept 28 2022,Oct 5 2022,
INDIGO-POJ-0260,source2,News update from website,Website,,https://www.pebc.org/pebc-receives-first-in-nation-pay-for-success-financing-that-supports-training-more-high-quality-colorado-teachers/,,,Sept 26 2022,Feb 7 2023,
INDIGO-POJ-0261,source1,"Email correspondence with Den Sociale Investeringsfond (The Social Investment Fund, Denmark) on 24 October 2022. ",Email correspondence,,,,,,2022-10-24,
INDIGO-POJ-0261,source2,Investing in fighting homelessness: DSI has invested in Housing First initiatives for homeless and vulnerable citizens in Ikast-Brande Municipality'. Article on DSI website. ,Website,,https://dsi.dk/dsi/vores-investeringer/investering-i-bekaempelse-af-hjemloeshed/,,,,2022-10-24,
INDIGO-POJ-0261,source3,Investment in homelessness in Ikast-Brande Municipality'. Article on DSI website. ,Website,,https://dsi.dk/investering-i-hjemloeshed-i-ikast-brande-kommune/,,,,2022-10-24,
INDIGO-POJ-0262,source1,Email correspondence with Den Sociale Investeringsfond (The Social Investment Fund) on 24 October 2022. ,Email correspondence,,,,,,,"SIB Data submission form filled by Danish organisation, Den Sociale Investeringsfond"
INDIGO-POJ-0262,source2,Article: Investment in family treatment for vulnerable families with an ethnic background other than Danish,Website,,https://dsi.dk/dsi/vores-investeringer/investering-i-familiebehandling-til-udsatte-familier-med-anden-etnisk-baggrund-end-dansk/,,,,,
INDIGO-POJ-0263,source1,Email correspondence with Den Sociale Investeringsfond (The Danish Social Investment Fund) on 24 october 2022. ,Email correspondence,,,,,,,
INDIGO-POJ-0263,source2,,,,,,,,,
INDIGO-POJ-0264,source1,Email correspondence with Den Sociale Investeringsfond (The Danish Social Investment Fund) on 24 october 2022. ,Email correspondence,,,,,,,"SIB Data submission form filled by Danish organization, Den Sociale Investeringsfond."
INDIGO-POJ-0264,source2,Article 'Investing in youth homelessness prevention'. ,Website,,https://dsi.dk/dsi/vores-investeringer/investering-i-forebyggelse-af-ungdomshjemloshed/,,,,,
INDIGO-POJ-0265,source1,Email correspondence with Den Sociale Investeringsfond (The Danish Social Investment Fund) on 24 october 2022.,Email correspondence,,,,,,,"SIB Data submission form filled by Denmark organization, Den Sociale Investeringsfond"
INDIGO-POJ-0265,source2,Article: https://dsi.dk/dsi/vores-investeringer/investering-i-forebyggelse-af-ungdomshjemloshed/,Website,Den Sociale Investeringsfond (The Danish Social Investment Fund),,,,,,
INDIGO-POJ-0266,source1,Email correspondence with Den Sociale Investeringsfond (The Danish Social Investment Fund) on 24 october 2022.,Email correspondence,,,,,,,"SIB Data submission form filled by Denmark organization, Den Sociale Investeringsfond"
INDIGO-POJ-0266,source2,Article: Prevention of late complications of type-2 diabetes,,,https://dsi.dk/dsi/vores-investeringer/forebyggelse-af-senkomplikationer-af-type-2-diabetes/,,,,,
INDIGO-POJ-0267,source1,Email correspondence with Den Sociale Investeringsfond (The Danish Social Investment Fund) on 24 october 2022.,Email correspondence,Den Sociale Investeringsfond (The Danish Social Investment Fund),,,,,,"SIB Data submission form filled by Denmark organization, Den Sociale Investeringsfond"
INDIGO-POJ-0267,source2,Article: Prevention of stress SIB,Website,,https://dsi.dk/dsi/vores-investeringer/forebyggelse-af-stress/,,,,,
INDIGO-POJ-0268,source1,Email correspondence with Den Sociale Investeringsfond (The Danish Social Investment Fund) on 24 october 2022.,Email correspondence,Den Sociale Investeringsfond (The Danish Social Investment Fund),,,,,,"SIB Data submission form filled by Denmark organization, Den Sociale Investeringsfond"
INDIGO-POJ-0268,source2,Article: Treatment of families affected by violence. Published in DSI website.,,,https://dsi.dk/dsi/vores-investeringer/behandling-af-voldsramte-familier/,,,,,
INDIGO-POJ-0269,source1,Email correspondence with Den Sociale Investeringsfond (The Danish Social Investment Fund) on 24 october 2022.,Email correspondence,Den Sociale Investeringsfond (The Danish Social Investment Fund),,,,,,"SIB Data submission form filled by Denmark organization, Den Sociale Investeringsfond"
INDIGO-POJ-0269,source2,Article: Specialized help for children and young people of parents with abuse,Website,,https://dsi.dk/dsi/vores-investeringer/specialiseret-hjaelp-til-boern-og-unge-af-foraeldre-med-misbrug/,,,,,
INDIGO-POJ-0270,source1,Email correspondence with Den Sociale Investeringsfond (The Danish Social Investment Fund) on 24 october 2022,Email correspondence,Den Sociale Investeringsfond,,,,,,"SIB Data submission form filled by Denmark organization, Den Sociale Investeringsfond"
INDIGO-POJ-0270,source2,Article: Investment in the schooling of placed and vulnerable children,Website,,https://dsi.dk/dsi/vores-investeringer/investering-i-anbragte-og-udsatte-boerns-skolegang/,,,,,
INDIGO-POJ-0271,source1,Email Correspondence with Bridges Outcomes Partnership on 25th October 2022.,Email correspondence,,,,,,,
INDIGO-POJ-0271,source2,"Press Release ""Plymouth selected as pilot area for refugee funding""  - March 2021",Press release,,https://new.plymouth.gov.uk/plymouth-selected-pilot-area-refugee-funding,,,,,
INDIGO-POJ-0271,source3,Email Correspondence with the Home Office on 28th November 2022. ,Email correspondence,,,,,,,
INDIGO-POJ-0272,source1,COMPASS Information Memorandum,Report,,http://compassleavingcare.org.au/wp-content/uploads/2020/06/COMPASS-Information-Memo.pdf,,,,,
INDIGO-POJ-0272,source2,Services - COMPASS - Social Impact Bond,Website,,https://vincentcare.org.au/our-services/compass-social-impact-bond/ ,,,,,
INDIGO-POJ-0272,source3,COMPASS leaving care,Website,,https://compassleavingcare.org.au/,,,,,
INDIGO-POJ-0273,source1,"The Deshkan Ziibi Conservation Impact Bond Project: On Conservation Finance, Decolonization, and Community-Based Participatory Research",Report,,,,,,,
INDIGO-POJ-0273,source2,Empowering the Human Nature Bond,Website,,https://storymaps.arcgis.com/stories/98aadb8de8d0425c9955adc005d2cfae,,,,,
INDIGO-POJ-0273,source3,News piece: Tech won’t save the world – nature will (published in Jan 2023),News piece,,https://www.icaew.com/insights/viewpoints-on-the-news/2023/jan-2023/Tech-wont-save-the-world-nature-will,,,,2023-02-08,
INDIGO-POJ-0274,source1,Email correspondence with Education Outcomes Fund on 27 October 2022. ,Email correspondence,,,,,,,SIB Data submission form sent in by Nicole Wanty from Education Outcome Fund on Sierra Leone Projects
INDIGO-POJ-0274,source2,Education Outcomes Fund website,Website,,https://www.educationoutcomesfund.org/post/the-education-outcomes-fund-and-the-government-of-sierra-leone-launch-innovative-partnership-to-imp,,,,8th November 2022,Supplemenatry post on EOF site on the project
INDIGO-POJ-0274,source3,Email correspondence with Education Outcomes Fund on 19th December 2022,Email correspondence,,,,,,,
INDIGO-POJ-0275,source1,Email correspondence with Education Outcomes Fund on 27 October 2022. ,Email correspondence,,,,,,,SIB Data submission form sent in by Nicole Wanty from Education Outcome Fund on Sierra Leone Projects
INDIGO-POJ-0275,source2,Education Outcomes Fund website,Website,,https://www.educationoutcomesfund.org/post/the-education-outcomes-fund-and-the-government-of-sierra-leone-launch-innovative-partnership-to-imp,,,,8th November 2022,Supplemenatry post on EOF site on the project
INDIGO-POJ-0275,source3,Email correspondence with Education Outcomes Fund on 19th December 2022,Email correspondence,,,,,,,
INDIGO-POJ-0276,source1,Email correspondence with Education Outcomes Fund on 27 October 2022. ,Email correspondence,,,,,,,SIB Data submission form sent in by Nicole Wanty from Education Outcome Fund on Sierra Leone Projects
INDIGO-POJ-0276,source2,Education Outcomes Fund website,Website,,https://www.educationoutcomesfund.org/post/the-education-outcomes-fund-and-the-government-of-sierra-leone-launch-innovative-partnership-to-imp,,,,8th November 2022,Supplemenatry post on EOF site on the project
INDIGO-POJ-0276,source3,Email correspondence with Education Outcomes Fund on 19th December 2022,Email correspondence,,,,,,,
INDIGO-POJ-0280,source1,News Release by the Province of Manitoba on 14th October 2022,Press release,,https://news.gov.mb.ca/news/index.html?item=56659&posted=2022-10-14,,,,,
INDIGO-POJ-0280,source2,Her Heart Her Way Overview by RehFit Centre,Website,,https://www.reh-fit.com/heart-health/her-heart-overview,,,,,
INDIGO-POJ-0281,source1,Information Page on Government of Manitoba's website,Website,,https://www.gov.mb.ca/sio/restoringthesacredbond.html,,,,,
INDIGO-POJ-0281,source2,"News Release: Restoring the Sacred Bond Community Launch on June 17, 2019",Press release,,https://www.southernnetwork.org/site/blog/2019/06/14/restoring-the-sacred-bond-community-launch,,,,,
INDIGO-POJ-0281,source3,Info page on Wiijii’idiwag Ikwewag's website,Website,,"https://www.birthsovereignty.ca/site/restoring-the-sacred-bond#:~:text=The%20Restoring%20the%20Sacred%20Bond,to%20culturally%20grounded%20birth%20helpers.",,,,,
INDIGO-POJ-0282,source1,Email Correspondence with Bridges Outcomes Partnership on 25th October 2022.,Email correspondence,,,,,,,
INDIGO-POJ-0282,source2,Email Correspondence with the Home Office on 28th November 2022. ,Email correspondence,,,,,,,
INDIGO-POJ-0283,source1,Email Correspondence with the Home Office on 28th November 2022. ,Email correspondence,,,,,,,
INDIGO-POJ-0284,source1,Email Correspondence with the Home Office on 28th November 2022. ,Email correspondence,,,,,,,
INDIGO-POJ-0285,source1,Email correspondence with Social Finance NL on 9 December 2022.,Email correspondence,,,,,,,
INDIGO-POJ-0285,source2,Article on Impact Investor: 'First Dutch health impact bond launched to prevent accidental falls' (published on 20 December 2022),News piece,,https://impact-investor.com/first-dutch-health-impact-bond-launched-to-prevent-accidental-falls/,,,,2022-12-20,
INDIGO-POJ-0285,source3,Stevig Staan (Standing Strong) programme official website,Website,,https://stevigstaan.nu/project/,,,,,
INDIGO-POJ-0285,source4,Email Correspondence with Social Financie Netherlands (5/01/2023),Email correspondence,,,,,,,
INDIGO-POJ-0285,source5,Email correspondence with Social Financie Netherlands (11/05/2023),Email correspondence,,,,,,,
INDIGO-POJ-0286,source1,"Cabinet Office, Japan",Report,,https://www8.cao.go.jp/pfs/jirei/houmushou.pdf,,,,,
INDIGO-POJ-0287,source1,Email correspondece with G Fund Limited (New Zealand) on 23 Feb 2023. ,Email correspondence,,,,,,,
INDIGO-POJ-0287,source2,Final in-depth review of the New Zealand Social Impact Bond,Report,,https://golab.bsg.ox.ac.uk/knowledge-bank/resource-library/reduction-in-youth-reoffending-in-south-auckland-social-impact-bond/,,,,2024-03,
INDIGO-POJ-0288,source1,Email with SAMRC,Email correspondence,SAMRC,,,,,,
INDIGO-POJ-0288,source2,Programme description with targets,Email correspondence,SAMRC,,,,,,
INDIGO-POJ-0288,source3,Programme description,Report,SAMRC,,,,,,
INDIGO-POJ-0289,source1,"Email correspondence with Bien Publico, Chile on 8 May 2023.",Email correspondence,,,,,,,
INDIGO-POJ-0289,,,,,,,,,,
INDIGO-POJ-0290,source1,"Email correspondence with Bien Publico, Chile on 8 May 2023.",Email correspondence,,,,,,,
INDIGO-POJ-0291,source1,Email correspondence with Social Finance UK on 9 May 2023.,Email correspondence,,,,,,,
INDIGO-POJ-0291,source2,A Mine Action Development Impact Bond Project in Cambodia. Press release by APOPO. Accessed June 2023. ,Press release,,https://apopo.org/latest/launch-of-minefields-to-rice-fields/?v=79cba1185463,,,,2023-06,
INDIGO-POJ-0295,source1,Alternative Suspension - Programme Description in YMCA website. Accessed July 2023. ,Website,,https://www.alternativesuspension.ca/en/YMCA-Alternative-Suspension/Program,,,,,
INDIGO-POJ-0295,source2,YMCAs of Quebec: The Alternative Suspension Social Impact Bond - news piece by SVX in Medium. Accessed July 2023. ,Website,,https://thesvx.medium.com/ymcas-of-quebec-the-alternative-suspension-social-impact-bond-c5fe75f67acb,,,,,
INDIGO-POJ-0295,source3,Government of Canada - Press release accessed on July 2023: Government of Canada invests in program to keep at-risk youth in school and away from crime ,Press release,,https://www.canada.ca/en/public-safety-canada/news/2021/08/government-of-canada-invests-in-program-to-keep-at-risk-youth-in-school-and-away-from-crime.html,,,,,
INDIGO-POJ-0299,source1,Email correspondence with Commissioning Better Outcomes Fund on July 2023. ,Email correspondence,,,,,,,
INDIGO-POJ-0299,source2,CBO project updates 2023-10,,,,,,,,
INDIGO-POJ-0300,source1,Email correspondence with Commissioning Better Outcomes Fund on July 2023. ,Email correspondence,,,,,,,
INDIGO-POJ-0300,source2,CBO project updates 2023-10,,,,,,,,
INDIGO-POJ-0301,source1,Email exchange with team at Societe Generale,,,,,,,2024-07-01,
INDIGO-POJ-0302,source1,Türkiye's first social impact project: Istanbul Codes,Press release,,https://www.trtworld.com/turkiye/turkiyes-first-social-impact-project-istanbul-codes-14527244,,,2023-08-18,2023-09-04,
INDIGO-POJ-0302,source2,Email correspondence with Bridges Fund Management on 25 June 2024,Email correspondence,,,,,,,
INDIGO-POJ-0302,source3,Email correspondence with Alethina Impact on 14 December 2024. ,Email correspondence,,,,,,,
INDIGO-POJ-0304,source1,INDIGO webform filled by Triggerise team (9/11/2023),Email correspondence,,,,,,,
INDIGO-POJ-0305,source1,CBO project updates 2023-10.,,,,,,,2023-10,
INDIGO-POJ-0306,source1,CBO project updates 2023-10.,,,,,,,2023-10,
INDIGO-POJ-0308,source1,Email communication with CBO.,,,,,,,2023-11,
INDIGO-POJ-0309,source1,"Ecorys, ""In-Depth Review: Mental Health and Employment Partnership (MHEP)"" (Commissioning Better Outcomes Evaluation, 2017) Page 2",,,,,,,,
INDIGO-POJ-0309,source2,"Ecorys, ""In-Depth Review: Mental Health and Employment Partnership (MHEP)"" (Commissioning Better Outcomes Evaluation, 2017) page 4",,,,,,,,
INDIGO-POJ-0309,source3,"Ecorys, ""In-Depth Review: Mental Health and Employment Partnership (MHEP)"" (Commissioning Better Outcomes Evaluation, 2017) page 9",,,,,,,,
INDIGO-POJ-0309,source4,"Ecorys, ""In-Depth Review: Mental Health and Employment Partnership (MHEP)"" (Commissioning Better Outcomes Evaluation, 2017) page 10, 13; GO Lab, ""Case Study: Mental Health and Employment Partnership (Staffordshire, Haringey, & Tower Hamlets)"", (GO Lab, 2018), page 2",,,,,,,,
INDIGO-POJ-0309,source5,"Ecorys, ""In-Depth Review: Mental Health and Employment Partnership (MHEP)"" (Commissioning Better Outcomes Evaluation, 2017) page 5",,,,,,,,
INDIGO-POJ-0309,source6,"Nicola Bromage & Adam Swersky, ""Outcomes-Based Commissioning in Mental Health & Employment"", Innovation in Outcomes-Based Commissioning: West Midlands Regional Conference, (GO Lab, May 2018), powerpoint slide 16",,,,,,,,
INDIGO-POJ-0309,source7,"Ecorys, ""In-Depth Review: Mental Health and Employment Partnership (MHEP)"" (Commissioning Better Outcomes Evaluation, 2017) page 2",,,,,,,,
INDIGO-POJ-0309,source8,"Big Issue Invest, ""Big Issue Invest Fund Management, Social Enterprise Investment Fund II LP, Annual Report for the year ended 31 March 2018"", (Big Issue Invest, 2019) page 33
Ecorys, ""In-Depth Review: Mental Health and Employment Partnership (MHEP)"" (Commissioning Better Outcomes Evaluation, 2017) page 4",,,,,,,,
INDIGO-POJ-0309,source9,"MakingSpace, ""Staffordshire Employment Support Service"", (MakingSpace 2018), page 2",,,,,,,,
INDIGO-POJ-0309,source10,"Ecorys, ""In-Depth Review: Mental Health and Employment Partnership (MHEP)"" (Commissioning Better Outcomes Evaluation, 2017) page 6; Big Issue Invest, ""Big Issue Invest Fund Management, Social Enterprise Investment Fund II LP, Annual Report for the year ended 31 March 2018"", (Big Issue Invest, 2019) page 33",,,,,,,,
INDIGO-POJ-0309,source11,"Ecorys, ""In-Depth Review: Mental Health and Employment Partnership (MHEP)"" (Commissioning Better Outcomes Evaluation, 2017) page 6",,,,,,,,
INDIGO-POJ-0309,source12,"Big Issue Invest, ""Mental Health and Employment Partnership case study"", Webpage, 2019, https://bigissueinvest.com/case-studies/mental-health-and-employment-partnership; Big Issue Invest, ""Big Issue Invest Fund Management, Social Enterprise Investment Fund II LP, Annual Report for the year ended 31 March 2018"", (Big Issue Invest, 2019) page 33",,,,,,,,
INDIGO-POJ-0309,source13,"Big Issue Invest, ""Big Issue Invest Fund Management, Social Enterprise Investment Fund II LP, Annual Report for the year ended 31 March 2018"", (Big Issue Invest, 2019) page 33",,,,,,,,
INDIGO-POJ-0309,source14,"Big Lottery Fund, ""Commissioning Better Outcomes: Awards from July 2013 to November 2018"", (2015)",,,,,,,,
INDIGO-POJ-0309,source15,"Ecorys, ""In-Depth Review: Mental Health and Employment Partnership (MHEP)"" (Commissioning Better Outcomes Evaluation, 2017) Page 2; Ecorys, ""In-Depth Review: Mental Health and Employment Partnership (MHEP)"" (Commissioning Better Outcomes Evaluation, 2017) page 13",,,,,,,,
